                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                    1800                                      950                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.1939869104646742E+010                  1.1647871177302537E+005                  4.5255082683200899E+003                  2.7944290842155173E+001                  8.6113384271064710E+000                  1.5163914738783582E+001                  1.0000000000006453E-099                  1.0000000000000002E-099                  9.8011124085146883E-001                  5.4737203687291183E-005                  9.6895491280009870E-003                  3.9546885836293007E-003                  2.0994599496983609E-003                  9.9292049618568057E-001                 -4.8372103447105851E-011                  5.1735860648799170E-001                  1.0121047631759239E-003                  4.5469050477446576E-001                  2.2662324612681391E-003                  3.6806272230499931E-003                  7.7664568436101580E-003                  2.0845968149758544E-003                  2.2743462327471714E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9292039234205653E-001                  8.5950867238046964E+000                  9.9292035066019579E-001                  8.5899999054899361E+000                  2.5391147000609039E+005                  9.6171134670792439E+004                  3.5532141495171422E+008                  2.7817743164911239E+001                  2.7817743164911246E+001                  1.7457031161013640E-018                  1.9068362010242190E+000                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                     pgas                                     prad                                    gradr                                    gradT                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                        x                                        y                                      c12                                      n14                                      o16                                      o18                                     ne22                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv 
                 9.9292049618568057E-001                  8.6113384271064710E+000                  2.7944290842155173E+001                  6.7170552488718449E+003                 -7.6237165749724713E+000                  3.6556676872119152E+000                  1.8822635370261631E+012                  1.9585501056205519E+001                  1.6004727149067220E+008                  1.6487050578513642E+000                  3.9176824161096674E-001                  1.3293261935637772E+000                  1.0163765494319636E-004                  6.7159974515128042E+003                  1.0577973590404024E+000                  1.2501073579390448E-001                  1.2501073579390448E-001                  0.0000000000000000E+000                  3.6427631203163599E-002                  9.1058792436136454E-035                  9.1058792436136443E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6429570106062381E-036                  0.0000000000000000E+000                 -7.1307577264949753E+000                  6.7860302156009744E-001                  3.0132086510686679E-001                  2.9848897004971491E-003                  1.5410473614108353E-003                  9.3603920379165192E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999995096102886E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9292049618518397E-001                  8.6113382949349067E+000                  2.7944290842157006E+001                  6.7171579758459065E+003                 -7.6237102989328029E+000                  3.6556685998438714E+000                  1.8822657146838665E+012                  1.9585526006652479E+001                  1.6004726179401019E+008                  1.6487052774753066E+000                  3.9176832108358445E-001                  1.3293262798935275E+000                  1.0163629501933160E-004                  6.7161001695953537E+003                  1.0578062505531503E+000                  1.2501167637948696E-001                  1.2501167637948696E-001                  0.0000000000000000E+000                  3.6428151155055287E-002                  9.1060108641270530E-035                  9.1060108641270530E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6430096675610743E-036                  0.0000000000000000E+000                 -7.1306058172529880E+000                  6.7860302156009744E-001                  3.0132086510686679E-001                  2.9848897004971491E-003                  1.5410473614108351E-003                  9.3603920379165192E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999995096102886E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9292049618428435E-001                  8.6113380553773560E+000                  2.7944290842160331E+001                  6.7173060569223017E+003                 -7.6237024258660275E+000                  3.6556697761363690E+000                  1.8822687505626143E+012                  1.9585553093520769E+001                  1.6004716729711261E+008                  1.6487056280351680E+000                  3.9176845908889080E-001                  1.3293262799635333E+000                  1.0163415066765568E-004                  6.7162482392113561E+003                  1.0578177109455671E+000                  1.2501524868019454E-001                  1.2501524868019454E-001                  0.0000000000000000E+000                  3.6428831103342642E-002                  9.1061759800332639E-035                  9.1061759800332650E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6430757248996367E-036                  0.0000000000000000E+000                 -7.1303682372947801E+000                  6.7860302156009744E-001                  3.0132086510686684E-001                  2.9848897004971491E-003                  1.5410473614108355E-003                  9.3603920379165210E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999995096102886E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9292049618338452E-001                  8.6113378158241876E+000                  2.7944290842163653E+001                  6.7175186683904703E+003                 -7.6236895269957827E+000                  3.6556715405898079E+000                  1.8822693084621519E+012                  1.9585473922779105E+001                  1.6004707757666734E+008                  1.6487061334278457E+000                  3.9176864426849822E-001                  1.3293261935693383E+000                  1.0163066328138021E-004                  6.7164608334885606E+003                  1.0578349019101478E+000                  1.2501914202735567E-001                  1.2501914202735567E-001                  0.0000000000000000E+000                  3.6430041042709124E-002                  9.1064465048060843E-035                  9.1064465048060854E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431839527918970E-036                  0.0000000000000000E+000                 -7.1300162030447947E+000                  6.7860302156009744E-001                  3.0132086510686679E-001                  2.9848897004971491E-003                  1.5410473614108353E-003                  9.3603920379165192E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999995096102886E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9292049618158473E-001                  8.6113373367319728E+000                  2.7944290842170297E+001                  6.7180173587304316E+003                 -7.6236612893931541E+000                  3.6556755563152561E+000                  1.8822728949714368E+012                  1.9585478388950424E+001                  1.6004684880940646E+008                  1.6487070361373886E+000                  3.9176908116306308E-001                  1.3293262802593291E+000                  1.0162343447346251E-004                  6.7169594847025064E+003                  1.0578740279250685E+000                  1.2502704107951945E-001                  1.2502704107951945E-001                  0.0000000000000000E+000                  3.6432511043683835E-002                  9.1070387530266496E-035                  9.1070387530266485E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6434208914498183E-036                  0.0000000000000000E+000                 -7.1292019862406155E+000                  6.7860302156009744E-001                  3.0132086510686673E-001                  2.9848897004971483E-003                  1.5410473614108349E-003                  9.3603920379165175E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999995096102886E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9292049617724065E-001                  8.6113361803774993E+000                  2.7944290842186330E+001                  6.7190759836320340E+003                 -7.6236018936747989E+000                  3.6556840749125308E+000                  1.8822831161592339E+012                  1.9585339234463600E+001                  1.6004641541332784E+008                  1.6487087806561049E+000                  3.9176992357888302E-001                  1.3293260599249559E+000                  1.0160830086287837E-004                  6.7180180266009238E+003                  1.0579570311103972E+000                  1.2504570074145985E-001                  1.2504570074145985E-001                  0.0000000000000000E+000                  3.6437821612796267E-002                  9.1082846292939579E-035                  9.1082846292939590E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6439193247763552E-036                  0.0000000000000000E+000                 -7.1274784008614294E+000                  6.7860302156009744E-001                  3.0132086510686679E-001                  2.9848897004971491E-003                  1.5410473614108353E-003                  9.3603920379165210E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999995096102886E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9292049616855260E-001                  8.6113338679839195E+000                  2.7944290842218397E+001                  6.7205280881253475E+003                 -7.6235201564974977E+000                  3.6556958398221804E+000                  1.8822934556839019E+012                  1.9585254210750985E+001                  1.6004576928794354E+008                  1.6487114320931915E+000                  3.9177114419949322E-001                  1.3293260954253132E+000                  1.0158662523477704E-004                  6.7194700164490478E+003                  1.0580716762996472E+000                  1.2508310187415009E-001                  1.2508310187415009E-001                  0.0000000000000000E+000                  3.6445153670248920E-002                  9.1099994155738219E-035                  9.1099994155738208E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6446053532787027E-036                  0.0000000000000000E+000                 -7.1251049388055101E+000                  6.7860302156009744E-001                  3.0132086510686679E-001                  2.9848897004971491E-003                  1.5410473614108353E-003                  9.3603920379165192E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999995096102886E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9292049615924394E-001                  8.6113313908842226E+000                  2.7944290842252737E+001                  6.7231818235639912E+003                 -7.6233698660861302E+000                  3.6557171402288531E+000                  1.8823105540898262E+012                  1.9585002978056124E+001                  1.6004466492606670E+008                  1.6487162452379418E+000                  3.9177333351186810E-001                  1.3293256596830310E+000                  1.0154765154227095E-004                  6.7221235442906000E+003                  1.0582792733915980E+000                  1.2512343920809074E-001                  1.2512343920809074E-001                  0.0000000000000000E+000                  3.6458661320635757E-002                  9.1131532413018645E-035                  9.1131532413018645E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6458670932204570E-036                  0.0000000000000000E+000                 -7.1207765987223857E+000                  6.7860302156009744E-001                  3.0132086510686679E-001                  2.9848897004971491E-003                  1.5410473614108353E-003                  9.3603920379165192E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999995096102886E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9292049613597244E-001                  8.6113252002714038E+000                  2.7944290842338535E+001                  6.7284410751658661E+003                 -7.6230726721630955E+000                  3.6557597514007019E+000                  1.8823527687306895E+012                  1.9584629385878181E+001                  1.6004241084797797E+008                  1.6487259704955561E+000                  3.9177771317821813E-001                  1.3293252268396720E+000                  1.0146797474202656E-004                  6.7273823804750837E+003                  1.0586946907822723E+000                  1.2522452893955488E-001                  1.2522452893955488E-001                  0.0000000000000000E+000                  3.6485401210150030E-002                  9.1193930340776241E-035                  9.1193930340776241E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6483634251209291E-036                  0.0000000000000000E+000                 -7.1121942710280086E+000                  6.7860302156009744E-001                  3.0132086510686679E-001                  2.9848897004971491E-003                  1.5410473614108353E-003                  9.3603920379165192E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999995096102886E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
