                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                    1000                                      703                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.1249615822027521E+010                  4.4608486150169028E+006                  5.0904668075416785E+003                  2.1849240838000861E+000                  1.9031008026227860E+000                  4.5202706083909145E+000                  1.0000000000000000E-099                  1.0000000000000000E-099                  9.8011124085146895E-001                  5.4737203687420169E-005                  9.6895491280009870E-003                  3.9546885836291706E-003                  2.0994599496983609E-003                  9.9678048638391858E-001                 -8.3022355280306811E-013                  5.6218293651771789E-001                  1.0210999309687441E-003                  4.1354553212725625E-001                  2.2694860166830263E-003                  3.0468595291194612E-003                  8.5447161235796803E-003                  2.0927007098032616E-003                  1.2078045959259644E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9678048534650310E-001                  1.9022792583432597E+000                  9.9678048468331448E-001                  1.9018971861696552E+000                  2.6328523004935178E+004                  5.6089355469371220E+006                  4.5620829289880304E+009                  2.1978130243335001E+000                  2.1978130243334988E+000                  2.0009816436974983E-029                  1.3933589024770754E-001                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                     pgas                                     prad                                    gradr                                    gradT                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                        x                                        y                                      c12                                      n14                                      o16                                      o18                                     ne22                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv 
                 9.9678048638391858E-001                  1.9031008026227860E+000                  2.1849240838000861E+000                  3.3283633281839262E+004                 -6.9887190855629751E+000                  3.7067852830047126E+000                  1.9907833711200125E+012                  1.8964877893575785E+001                  1.6422845992543435E+008                  1.6444996543703465E+000                  3.8997178860475978E-001                  1.3017253993033331E+000                  2.1866718344808520E-005                  3.3281939439978618E+004                  1.6938418606449552E+000                  1.2503562333874074E-001                  1.2503562333874074E-001                  0.0000000000000000E+000                  1.5117422513264317E-001                  4.1809377329084471E-034                  4.1809377329084463E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6726530210474986E-035                  0.0000000000000000E+000                 -1.1914282060787079E+001                  6.9982222668865646E-001                  2.8017777329741167E-001                  3.4416105272205683E-003                  1.0081586443599618E-003                  9.3604466091399136E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000121047121649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9678048638342021E-001                  1.9031001730535770E+000                  2.1849240838031605E+000                  3.3331334415713092E+004                 -6.9881755804518120E+000                  3.7068631276933059E+000                  1.9908740361271045E+012                  1.8964172604577350E+001                  1.6422646660334575E+008                  1.6445063244748086E+000                  3.8997535121752375E-001                  1.3017250416754647E+000                  2.1920456234111580E-005                  3.3329639358972883E+004                  1.6950567402068624E+000                  1.2512944459582900E-001                  1.2512944459582900E-001                  0.0000000000000000E+000                  1.5138498355076890E-001                  4.1861757554219932E-034                  4.1861757554219924E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6747485782507236E-035                  0.0000000000000000E+000                 -1.1889655421280132E+001                  6.9982222668865646E-001                  2.8017777329741161E-001                  3.4416105272205674E-003                  1.0081586443599615E-003                  9.3604466091399118E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000121047121649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9678048638251682E-001                  1.9030990333854545E+000                  2.1849240838087214E+000                  3.3392726810920954E+004                 -6.9874757719957810E+000                  3.7069635514183927E+000                  1.9909884361810918E+012                  1.8963286492952747E+001                  1.6422386370786896E+008                  1.6445149897453595E+000                  3.8997997466392559E-001                  1.3017245347183832E+000                  2.1989181267711076E-005                  3.3391030185635289E+004                  1.6966252856674151E+000                  1.2546954984089209E-001                  1.2546954984089209E-001                  0.0000000000000000E+000                  1.5165700893906839E-001                  4.1929298171322616E-034                  4.1929298171322616E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6774506519114195E-035                  0.0000000000000000E+000                 -1.1855327947906845E+001                  6.9982222668865646E-001                  2.8017777329741167E-001                  3.4416105272205683E-003                  1.0081586443599618E-003                  9.3604466091399136E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000123906449225E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9678048638161354E-001                  1.9030978955509319E+000                  2.1849240838142663E+000                  3.3485037430113989E+004                 -6.9864284272033288E+000                  3.7071143097504677E+000                  1.9911612438507512E+012                  1.8961889557920536E+001                  1.6421999187887394E+008                  1.6445279578487686E+000                  3.8998686894796875E-001                  1.3017237001475837E+000                  2.2091378646109803E-005                  3.3483338447367467E+004                  1.6989827465258698E+000                  1.2580998099180263E-001                  1.2580998099180263E-001                  0.0000000000000000E+000                  1.5206528552437867E-001                  4.2030584251183690E-034                  4.2030584251183690E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6815027684055837E-035                  0.0000000000000000E+000                 -1.1803962614492985E+001                  6.9982222668865646E-001                  2.8017777329741167E-001                  3.4416105272205683E-003                  1.0081586443599618E-003                  9.3604466091399136E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000126290633506E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9678048637980687E-001                  1.9030956253591975E+000                  2.1849240838253081E+000                  3.3694921622403002E+004                 -6.9840586169124128E+000                  3.7074579732335331E+000                  1.9915520084811501E+012                  1.8958675590429976E+001                  1.6421108821624073E+008                  1.6445573775368325E+000                  3.9000262306539440E-001                  1.3017214943524480E+000                  2.2320518336709078E-005                  3.3693217253418421E+004                  1.7043689845843106E+000                  1.2649144480990113E-001                  1.2649144480990113E-001                  0.0000000000000000E+000                  1.5299514883767784E-001                  4.2260666903891670E-034                  4.2260666903891670E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6907076039894920E-035                  0.0000000000000000E+000                 -1.1688124152203258E+001                  6.9982222668865646E-001                  2.8017777329741167E-001                  3.4416105272205683E-003                  1.0081586443599618E-003                  9.3604466091399136E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000130577083297E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9678048637544603E-001                  1.9030901753839395E+000                  2.1849240838516999E+000                  3.4140150895894352E+004                 -6.9790899657012595E+000                  3.7081898825641422E+000                  1.9923826977720923E+012                  1.8952073098335088E+001                  1.6419210495746565E+008                  1.6446198045958536E+000                  3.9003611898923968E-001                  1.3017167702614947E+000                  2.2789421580015687E-005                  3.4138434998717072E+004                  1.7158971772808835E+000                  1.2813648748301895E-001                  1.2813648748301895E-001                  0.0000000000000000E+000                  1.5496930593078939E-001                  4.2747166462234033E-034                  4.2747166462234033E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7101708203314746E-035                  0.0000000000000000E+000                 -1.1446899116424385E+001                  6.9982222668865646E-001                  2.8017777329741167E-001                  3.4416105272205683E-003                  1.0081586443599618E-003                  9.3604466091399136E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000140345462775E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9678048636672423E-001                  1.9030793993344235E+000                  2.1849240839033941E+000                  3.4754994180110756E+004                 -6.9723574721905299E+000                  3.7092089845548024E+000                  1.9935450125077742E+012                  1.8943088168902783E+001                  1.6416554929660898E+008                  1.6447060807454759E+000                  3.9008271808045414E-001                  1.3017093191529772E+000                  2.3401620259545252E-005                  3.4753262101224434E+004                  1.7320788863227363E+000                  1.3142916708290872E-001                  1.3142916708290872E-001                  0.0000000000000000E+000                  1.5770341860816628E-001                  4.3415320467115276E-034                  4.3415320467115276E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7369014220839400E-035                  0.0000000000000000E+000                 -1.1123525274505102E+001                  6.9982222668865646E-001                  2.8017777329741173E-001                  3.4416105272205687E-003                  1.0081586443599620E-003                  9.3604466091399153E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000151302546659E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9678048635737926E-001                  1.9030680310387242E+000                  2.1849240839572155E+000                  3.5868193179409122E+004                 -6.9605272520340637E+000                  3.7110675366894781E+000                  1.9956832274301367E+012                  1.8927482038517514E+001                  1.6411782178956768E+008                  1.6448571420061591E+000                  3.9016515969988846E-001                  1.3016935688413345E+000                  2.4407818481742724E-005                  3.5866431195750323E+004                  1.7619836588018016E+000                  1.3496048709446787E-001                  1.3496048709446787E-001                  0.0000000000000000E+000                  1.6266805743806828E-001                  4.4614793620009676E-034                  4.4614793620009676E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7848883217039295E-035                  0.0000000000000000E+000                 -1.0564761307106645E+001                  6.9982222668865646E-001                  2.8017777329741167E-001                  3.4416105272205679E-003                  1.0081586443599618E-003                  9.3604466091399136E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000162731383060E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 9.9678048633401728E-001                  1.9030403734664447E+000                  2.1849240840850106E+000                  3.8094632072219079E+004                 -6.9381703429215991E+000                  3.7148552672963664E+000                  2.0000819494361921E+012                  1.8898984794872575E+001                  1.6402456425905237E+008                  1.6451324131251694E+000                  3.9031946671552220E-001                  1.3016549160860293E+000                  2.6169255295874880E-005                  3.8092807534698819E+004                  1.8245375202624114E+000                  1.4379810318465613E-001                  1.4379810318465613E-001                  0.0000000000000000E+000                  1.7268604465860318E-001                  4.6972827284486685E-034                  4.6972827284486693E-034                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8792253433251978E-035                  0.0000000000000000E+000                 -9.5412337094910065E+000                  6.9982222668865646E-001                  2.8017777329741167E-001                  3.4416105272205683E-003                  1.0081586443599618E-003                  9.3604466091399136E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000142469198359E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
